4.1668,36.317,15.039
4.2197,36.082,15.064
4.1841,36.058,15.025
4.1891,35.761,14.994
4.1737,35.758,14.978
4.2137,36.089,15.059
4.2167,35.722,15.018
4.2952,36.146,15.149
4.1028,35.739,14.904
4.1756,36.158,15.029
4.2517,35.961,15.083
4.193,35.998,15.027
4.1854,35.984,15.017
4.2175,35.944,15.045
4.1448,35.672,14.938
4.2248,35.662,15.02
4.2603,36.147,15.113
4.0905,35.821,14.903
4.1769,35.384,14.937
4.241,35.948,15.07
